user_id,pickup_location,dropoff_location,request_time,available_seats,ride_status,organization,carpooling_preference
bf0ea5a3-844c-4d5d-a748-0d18598f5d2b,"Randall Vista, Delhi","Olson Knolls, Delhi",2025-02-12 06:55:11,3,Cancelled,None,No
5939bf7c-7d08-47dd-bb51-5f37e19fd262,"Alexander Rue, Delhi","Henry Rest, Delhi",2025-02-01 09:18:50,3,Ongoing,Infosys,No
7c89fd67-a3df-4df2-8322-cb6013b32c37,"Ward Alley, Delhi","Jennifer Mount, Delhi",2025-02-13 16:05:22,2,Cancelled,Amazon,No
4ab4b673-cd3c-4a07-9cec-67336768d0cf,"Maria Spur, Delhi","Michael Loop, Delhi",2025-02-10 10:55:33,4,Completed,Amazon,No
1764d666-e5fd-418e-a5a1-6753b5452abc,"Christine Station, Delhi","Roberts Centers, Delhi",2025-02-10 14:59:11,2,Completed,None,Yes
527d1693-4982-4569-8e5d-197b47a07d64,"Robert River, Delhi","Cordova Plains, Delhi",2025-02-13 12:25:38,4,Completed,Amazon,Yes
264f841b-af55-417f-86ac-015a4cb380ff,"Gilbert Ramp, Delhi","Lane Port, Delhi",2025-02-15 00:18:57,3,Ongoing,TCS,No
6763e3cb-3a6f-4d5d-9975-eec728fa577d,"Johnson Spring, Delhi","Thomas Key, Delhi",2025-02-04 05:10:17,4,Cancelled,None,Yes
d786f030-7431-4819-824d-e2e996fb78e3,"Terrence Coves, Delhi","Dawson Ville, Delhi",2025-02-11 05:13:36,1,Completed,Amazon,Yes
ecf4d615-a2e5-453c-b3ed-ab4397dc9dee,"Gabriel Estates, Delhi","Gutierrez Estate, Delhi",2025-02-06 04:33:04,4,Cancelled,None,Yes
5a0163ad-7fd4-49c1-a23c-ef7aaa6519ca,"David Mountains, Delhi","Harper Haven, Delhi",2025-02-13 07:58:57,3,Cancelled,Google,Yes
d97f6989-044e-4268-ac6b-3c63b9c17519,"Jill Dale, Delhi","West Summit, Delhi",2025-02-03 09:44:00,1,Cancelled,None,No
c362f3f6-9990-4d38-9073-f99730916b1a,"Susan Garden, Delhi","Chang Branch, Delhi",2025-02-02 23:30:29,2,Ongoing,Microsoft,No
806e30fc-495c-442b-85a6-0b01c30b4fcc,"Stephen Track, Delhi","Lopez Plain, Delhi",2025-02-07 11:18:07,1,Cancelled,Google,No
42e86f9c-0505-4880-bc6e-5ba83a99932c,"Elijah Island, Delhi","Mathis Cliff, Delhi",2025-02-01 19:18:11,1,Cancelled,TCS,Yes
bc6a35b9-6124-43e4-a9e7-b96e84e96d11,"Jacobs Valley, Delhi","Padilla Ridges, Delhi",2025-02-14 15:45:22,3,Cancelled,TCS,Yes
08149fc9-9103-45ab-a5e2-38622079362b,"Estrada Squares, Delhi","Patrick Harbors, Delhi",2025-02-09 09:09:05,1,Ongoing,Google,No
6dd9b76d-b0d9-48d5-bb83-68e16cc22455,"Miranda Center, Delhi","Johnson Green, Delhi",2025-02-15 06:01:39,1,Completed,Microsoft,Yes
6674bed7-c828-45c6-8c7e-149d09dcbc59,"Lopez Route, Delhi","Jesus Station, Delhi",2025-02-14 20:58:38,3,Ongoing,Google,Yes
e7b4cb2b-6abe-4a6f-b9b9-5116bd98fe41,"Reed Mission, Delhi","Adams Rapids, Delhi",2025-02-14 15:10:01,4,Completed,Microsoft,Yes
8cb7c23a-2a1f-4430-9f7c-719811a0f450,"Cisneros Views, Delhi","Joshua Meadows, Delhi",2025-02-12 17:01:09,4,Ongoing,Microsoft,No
6d095fd8-53a7-45c4-ba96-e5e0b9e2ce63,"Sims Rapid, Delhi","Cheyenne Loop, Delhi",2025-02-01 18:38:14,4,Completed,TCS,Yes
52a8911c-bb99-495d-b4d4-a01b16736b98,"Turner Lakes, Delhi","Sanders Fork, Delhi",2025-02-05 11:48:23,1,Ongoing,TCS,No
615dfd3b-e22b-4530-b30a-7f83a858f3ac,"Espinoza Cove, Delhi","Hayes Wells, Delhi",2025-02-11 21:58:00,3,Completed,TCS,Yes
8ad87dbf-22be-48ed-aeec-59c7e7014171,"Nicholas Ports, Delhi","Clark Pine, Delhi",2025-02-02 12:16:25,3,Ongoing,Google,Yes
67ee26cc-fee8-4d20-a206-f5b868ae0d39,"Brown Common, Delhi","Gonzalez Freeway, Delhi",2025-02-10 10:11:31,1,Completed,Microsoft,Yes
a3db846c-c783-4cd9-8dc1-4778f89e0e15,"Wiley Garden, Delhi","Samuel Mission, Delhi",2025-02-07 13:02:21,3,Completed,Infosys,No
29683d4d-4772-475a-83f9-3c9155223f4e,"Black Vista, Delhi","Johns Terrace, Delhi",2025-02-09 20:39:21,1,Ongoing,None,No
088556c1-b4b9-4f51-898c-9e898fbf8254,"Donald Island, Delhi","Jason Islands, Delhi",2025-02-12 21:45:46,3,Cancelled,TCS,No
519a2322-7f44-4484-93ae-05e6a9f2f92d,"Walker Courts, Delhi","George Vista, Delhi",2025-02-11 20:02:23,4,Cancelled,Google,Yes
34c2233a-90e6-473c-bffe-39d093173c23,"Linda Ville, Delhi","Hicks Plains, Delhi",2025-02-13 06:39:48,4,Cancelled,Infosys,Yes
72198870-e4ed-4312-8b2c-8a545701264b,"Yvette Pines, Delhi","Miller Parkways, Delhi",2025-02-08 00:19:02,4,Cancelled,None,Yes
a40f0ff0-44b5-40b0-92af-429dc1d0ba67,"Diaz Fords, Delhi","Anthony Divide, Delhi",2025-02-01 09:50:06,4,Cancelled,Google,Yes
dffb0cfb-9beb-436a-847c-44d9665d5342,"Autumn Club, Delhi","Patrick Fork, Delhi",2025-02-05 17:16:18,2,Completed,Google,No
2edafe46-403b-4115-acfe-9a63553e7238,"Valerie Summit, Delhi","Joshua Parkways, Delhi",2025-02-12 21:27:21,1,Completed,TCS,Yes
f67f710f-f4a1-4efa-bb1f-24dab2f22af0,"Bowen Extension, Delhi","York Harbors, Delhi",2025-02-12 21:27:03,2,Cancelled,Microsoft,No
c44b5dc9-c550-414a-8364-f9fbc343d25a,"Caleb Way, Delhi","Karen Hills, Delhi",2025-02-05 05:14:55,1,Completed,TCS,Yes
5e5b8484-0154-45c3-bd97-b57b9be9327d,"Duncan Road, Delhi","John Courts, Delhi",2025-02-15 17:44:46,2,Completed,Microsoft,Yes
a2040284-3915-4258-a79d-644be9e49930,"Kara Shores, Delhi","Mary Harbors, Delhi",2025-02-04 09:35:33,1,Completed,TCS,No
8779ef96-e40c-49d6-b5ba-6eea71d2db3d,"Carter Skyway, Delhi","Christie Lock, Delhi",2025-02-15 08:46:58,4,Completed,TCS,Yes
44870ad7-4238-40e9-9340-d0c746aa3e05,"Jennifer Throughway, Delhi","George Centers, Delhi",2025-02-15 16:21:42,2,Completed,Microsoft,Yes
516b57ff-26b9-4f38-865e-55ed97dc2f04,"Justin Parks, Delhi","Hill Path, Delhi",2025-02-02 15:35:21,2,Cancelled,TCS,No
f556ec21-0cb1-43e3-bdb8-5d6a3751158f,"Derek Vista, Delhi","Savannah Mills, Delhi",2025-02-14 00:33:30,1,Completed,Google,No
6ffe0925-218d-4f14-9f51-a51b00e643ca,"Marie Harbor, Delhi","Summer Lodge, Delhi",2025-02-10 13:22:55,2,Completed,None,Yes
08d1ce41-9287-4bf1-be00-73dbeaf0387a,"Shelby Locks, Delhi","Davis Light, Delhi",2025-02-01 04:23:41,2,Cancelled,Amazon,Yes
7d47c060-e7d5-4df8-91a1-3045a4b73b59,"Hopkins Harbors, Delhi","Alice Lock, Delhi",2025-02-07 22:22:29,4,Ongoing,Infosys,Yes
4221a8ef-0348-4269-9983-91bbe2fde505,"Lewis Street, Delhi","Dale Lights, Delhi",2025-02-11 07:21:22,1,Completed,TCS,No
a721a33d-d948-4166-b7ef-acaa94a67af6,"Miranda Center, Delhi","Tyler Flat, Delhi",2025-02-05 00:28:12,4,Completed,Google,No
8d796afc-eda3-4d13-890a-5add72749061,"Smith Inlet, Delhi","Gary River, Delhi",2025-02-11 13:07:12,1,Ongoing,Microsoft,No
9f3d2bce-b52d-4156-b717-f37d9eefd00b,"Seth Village, Delhi","Griffin Plain, Delhi",2025-02-09 09:35:14,2,Ongoing,Microsoft,Yes
d122f599-5e52-4292-b55f-695cf0c6dcb2,"Nancy Walk, Delhi","Moore Orchard, Delhi",2025-02-05 01:29:03,3,Ongoing,Microsoft,Yes
ee9ad67f-0c05-44e6-a060-54e422116563,"Ramsey Green, Delhi","Marshall Radial, Delhi",2025-02-10 05:04:36,2,Completed,Amazon,No
31a30822-6b11-48f1-9b25-1a533fc75db9,"Moreno Stream, Delhi","Clark Terrace, Delhi",2025-02-12 09:49:59,1,Cancelled,Google,No
b5642a6d-5f89-403a-a179-1e5664bfb83e,"Gonzalez Tunnel, Delhi","Thompson Cove, Delhi",2025-02-07 04:31:37,3,Ongoing,Google,No
a49d90e8-608a-46b2-a873-a1c99d971570,"Gutierrez Mills, Delhi","Hoffman Stravenue, Delhi",2025-02-02 18:47:18,3,Ongoing,Microsoft,Yes
d5ec34c1-17b1-4eaf-89e4-9cf5b7983320,"Harris Mews, Delhi","Thomas Spring, Delhi",2025-02-13 08:26:33,1,Completed,TCS,No
e829658d-e131-4cd3-ab25-eb740d17d744,"Jared Mews, Delhi","Vasquez Station, Delhi",2025-02-10 22:40:26,3,Completed,Google,Yes
9d4041ad-96e2-459a-a6ce-de8d996dd99a,"Daniel Stravenue, Delhi","Melissa Flats, Delhi",2025-02-05 08:19:42,4,Ongoing,Microsoft,No
84c3d87f-c760-453a-9473-f298502e7bce,"Hicks Green, Delhi","David Fort, Delhi",2025-02-01 06:59:52,2,Ongoing,Amazon,No
4858f3ce-c94c-4846-9c85-477a67ee8c71,"Thomas Crescent, Delhi","Riley Inlet, Delhi",2025-02-06 11:22:25,2,Cancelled,Amazon,No
c0ced250-88d5-4e69-a5ea-b7d9aa66cd1f,"Tanya Grove, Delhi","Roman Field, Delhi",2025-02-06 00:34:56,4,Cancelled,TCS,Yes
3903c13f-9b10-46af-8664-c0393cb9a5fb,"Stout Turnpike, Delhi","Jackson Flat, Delhi",2025-02-04 05:32:33,3,Completed,Infosys,Yes
8690da55-7e7f-4e40-8788-c0c3be6d8dfd,"Christopher Lodge, Delhi","Brandon Harbor, Delhi",2025-02-09 15:28:09,4,Ongoing,Google,No
4c39f038-472f-4b0b-8121-3c28de24de53,"Jordan Villages, Delhi","Daniel Camp, Delhi",2025-02-14 11:34:32,1,Ongoing,Google,No
a9570174-df24-4145-b6f9-772ca260460b,"Brown Freeway, Delhi","Linda Ville, Delhi",2025-02-11 09:28:53,2,Ongoing,Google,No
4d63e279-781e-462c-812d-e3342930f973,"Michael Ville, Delhi","Jeanette Ville, Delhi",2025-02-09 16:16:11,2,Cancelled,Microsoft,Yes
1d419d25-4e1a-410b-9846-2129e9c5cb44,"Rhonda Mills, Delhi","Walker Route, Delhi",2025-02-07 23:43:45,2,Completed,Amazon,Yes
a901a298-59d1-4484-af01-3cfe535aa26b,"Karen Burgs, Delhi","Rhodes Motorway, Delhi",2025-02-07 18:59:09,1,Ongoing,Amazon,No
a69ffb6a-925b-4cd3-b9a1-89ac240d85b2,"Laura Court, Delhi","Barnes Island, Delhi",2025-02-04 07:49:29,4,Cancelled,None,No
56923b76-42f0-4a45-bc19-4c3fc5bea098,"Wilson Grove, Delhi","Delgado Villages, Delhi",2025-02-06 01:00:15,3,Ongoing,TCS,No
db00b96d-8905-47c8-9874-96f5a7c82a17,"Sarah Stream, Delhi","Jill Knolls, Delhi",2025-02-15 10:16:42,1,Completed,Microsoft,Yes
8ed38509-faad-41e5-bdc9-7e7542ec0799,"Jones Mountains, Delhi","Jason Circle, Delhi",2025-02-11 20:54:40,1,Completed,Infosys,No
6ca858e4-9107-4fc6-841a-aba2dd2920e8,"Carlson Underpass, Delhi","Baker Port, Delhi",2025-02-08 09:06:04,1,Cancelled,Amazon,No
f8ccf6b4-6dce-4804-86af-edb476217f39,"Calderon Garden, Delhi","Nunez Oval, Delhi",2025-02-02 05:42:56,3,Completed,TCS,Yes
f4b5f7ac-c27d-4bca-9787-1279f855b58f,"Johnson Forest, Delhi","Dustin Parks, Delhi",2025-02-15 12:44:22,3,Ongoing,Infosys,Yes
aacbf902-bf04-4277-9863-24718d1da13d,"Kyle Overpass, Delhi","Kathy Landing, Delhi",2025-02-05 19:27:27,3,Cancelled,Infosys,No
98df0eed-d888-4149-a64f-27497f094eb4,"Young Estates, Delhi","Ryan Fords, Delhi",2025-02-10 10:43:33,2,Completed,Google,Yes
8e52ddd7-d78f-43b0-894b-8beb0544114e,"Adams Ridge, Delhi","Turner Mountain, Delhi",2025-02-05 20:11:16,2,Completed,Infosys,Yes
15d55340-b475-4b28-a992-ac172df24ec0,"Fields Lane, Delhi","Douglas Row, Delhi",2025-02-03 09:42:28,1,Completed,Amazon,No
3a656051-76f3-40bc-a6af-623cb609e754,"Michelle Divide, Delhi","Moore Groves, Delhi",2025-02-05 17:07:55,2,Cancelled,Infosys,Yes
01a35913-924b-4f5c-8fc3-8983275e4e28,"Melissa Way, Delhi","Johnson Lake, Delhi",2025-02-05 22:06:48,4,Completed,Google,Yes
66e9dda3-949a-453c-a6f2-d25cea3ebc4e,"Jackson Burgs, Delhi","Edwards Walks, Delhi",2025-02-01 23:35:36,2,Ongoing,Google,Yes
7013cdbb-b1e9-4bbf-806d-5af11322ca15,"Schmidt Dale, Delhi","Rush Coves, Delhi",2025-02-07 21:26:11,4,Cancelled,Microsoft,Yes
95bd4fe1-41c9-4e79-b551-9dc4ac5089ab,"Elizabeth Glen, Delhi","Thompson Haven, Delhi",2025-02-10 13:20:46,4,Completed,TCS,No
7a42c38b-125e-4bc8-93be-82d4bf3f8c4d,"Tammy Coves, Delhi","Wagner Freeway, Delhi",2025-02-09 11:25:23,2,Completed,None,Yes
217688bb-477e-4ec4-919b-f749ddd083ed,"Dawn Walk, Delhi","Gregory Haven, Delhi",2025-02-14 21:59:30,4,Completed,Google,Yes
ab4de373-3553-48fb-89c4-97d1ebf6eb3a,"Lowe Harbor, Delhi","Wolfe Trafficway, Delhi",2025-02-07 01:17:20,1,Cancelled,TCS,No
6276783f-aa3b-4bb1-b05e-5d6e6e1c30e0,"Amanda Circles, Delhi","Hector Drive, Delhi",2025-02-09 08:33:29,2,Ongoing,Amazon,Yes
a43453c6-cc8c-41ee-a993-2727aceedd2c,"Mullen Roads, Delhi","Jason Stravenue, Delhi",2025-02-14 18:31:53,2,Ongoing,Google,No
7472c994-38f0-40fd-a5b6-6445f252de61,"Linda Fork, Delhi","Jackson Track, Delhi",2025-02-04 00:00:29,4,Cancelled,Microsoft,No
e7a761e5-e345-4cdf-8c84-3b40f63823cf,"Lawrence Points, Delhi","Jamie Knolls, Delhi",2025-02-04 16:36:20,1,Cancelled,Amazon,No
42103ae7-7f95-4971-a7a3-e9b3a4ecb9cf,"Johnson Gateway, Delhi","Charles Trail, Delhi",2025-02-08 10:22:48,2,Cancelled,TCS,Yes
aaecc750-5dc3-40e2-9427-c83c7ecdf13c,"Green Ferry, Delhi","Barker Flat, Delhi",2025-02-06 14:19:52,4,Cancelled,None,Yes
d14c94ad-8940-4acd-b1f2-92983a983c13,"Mahoney Canyon, Delhi","Charles Cape, Delhi",2025-02-06 14:35:31,1,Cancelled,Infosys,No
cb80d01e-141e-4e5f-a924-f694967dab66,"Huffman Route, Delhi","Lauren Lock, Delhi",2025-02-07 08:49:39,4,Cancelled,Microsoft,No
11646ea6-8bf8-4b67-ac2d-b6b5d81d65ce,"Larry Track, Delhi","Ortiz Skyway, Delhi",2025-02-03 10:12:51,4,Ongoing,Google,Yes
68cda3c1-eaf7-413a-9d3d-f94192194ddb,"David Plain, Delhi","Rebecca Parkway, Delhi",2025-02-08 05:03:55,3,Cancelled,None,No
a9f7eed5-de94-469f-b888-c1a13918f2e5,"Marsh Summit, Delhi","Scott Knolls, Delhi",2025-02-10 20:28:38,1,Cancelled,Google,No
00cb29e9-209e-4043-a403-2988e032a963,"Adams Run, Delhi","Harris Mill, Delhi",2025-02-02 17:24:56,4,Cancelled,TCS,Yes
3b3b3e6f-5f44-4728-8445-81c86bfd3169,"Jackson Ville, Delhi","Jason Springs, Delhi",2025-02-02 03:11:58,3,Cancelled,Microsoft,Yes
eb208516-115d-4425-b4dc-267b97e4e1e3,"Jessica Course, Delhi","Moore Estates, Delhi",2025-02-05 01:21:37,4,Completed,Amazon,No
8d248d4e-5ce6-4100-ad9f-6f41ae9a7f0c,"Green Freeway, Delhi","Jack Dale, Delhi",2025-02-13 02:44:39,4,Completed,Microsoft,No
8004d871-90f8-4c7c-93b4-7e09c8758037,"Kristin Brooks, Delhi","Richard Meadow, Delhi",2025-02-14 02:36:19,4,Ongoing,Amazon,Yes
016ca579-5154-47e0-a0bf-34d08e5e8bd8,"Jonathan Ports, Delhi","Weiss Loaf, Delhi",2025-02-08 23:10:40,2,Cancelled,None,Yes
66c21337-e684-4834-aa46-bfbbaef1f112,"Wendy Green, Delhi","Kristopher Tunnel, Delhi",2025-02-08 11:11:42,3,Cancelled,Microsoft,Yes
8484bd8e-0373-4e9f-892b-e0a1767435da,"Smith Green, Delhi","Villarreal Cape, Delhi",2025-02-05 11:20:07,1,Cancelled,Infosys,Yes
8c5a1215-3c4c-4215-af6d-c91bba41150c,"Ariel Brook, Delhi","Maureen Gateway, Delhi",2025-02-08 19:03:00,3,Ongoing,None,No
8f7f87e0-3b9f-4c7b-9580-42ecae9f9406,"Jennifer Lake, Delhi","Garrison Falls, Delhi",2025-02-07 06:06:02,3,Cancelled,Google,Yes
975a46eb-2266-4f3f-abf7-552afa2463fd,"Kevin Falls, Delhi","Jason Ridges, Delhi",2025-02-02 19:47:00,2,Completed,Infosys,Yes
c2e4df2e-e757-45c5-8683-33b35cb4cb17,"Rachel Plains, Delhi","Parker Walk, Delhi",2025-02-07 02:51:33,3,Ongoing,None,No
c3fe9e30-5add-4ee4-8a52-6af729f3c5f5,"Medina Stream, Delhi","Joshua Cove, Delhi",2025-02-14 15:03:48,3,Ongoing,Amazon,Yes
fb914c21-c848-43ea-a770-fd4de10b8b47,"Dawn Ramp, Delhi","Martinez Stravenue, Delhi",2025-02-04 20:18:49,4,Completed,Infosys,No
990b295f-6799-41e1-b8bf-aaf58300871f,"Harrison Inlet, Delhi","Benjamin Rapid, Delhi",2025-02-05 06:00:03,2,Ongoing,Amazon,No
bd8ab102-5997-4268-bbf3-708cccfcc4d9,"Chambers Pine, Delhi","Krista Well, Delhi",2025-02-06 04:37:10,3,Ongoing,None,Yes
597b8218-069c-46ea-80ca-cbb79343a741,"Duncan Station, Delhi","Nicole Courts, Delhi",2025-02-12 12:10:39,2,Completed,Microsoft,No
7a40dfa3-2801-4e0d-bb88-1d781e87935a,"Gonzales Lakes, Delhi","Nancy Inlet, Delhi",2025-02-11 13:28:57,4,Completed,Microsoft,No
f22285bb-11f5-482c-a27d-20b7761a1b1e,"Burton Garden, Delhi","Susan Underpass, Delhi",2025-02-06 00:35:23,3,Ongoing,Infosys,Yes
e4b57007-7183-438c-8ed7-0b886826770e,"Amy Terrace, Delhi","Spears Hill, Delhi",2025-02-14 05:45:56,4,Completed,Infosys,No
1ec14741-5a35-4e92-acb7-654f0b95f2f4,"Duran Harbor, Delhi","Cowan Bridge, Delhi",2025-02-12 02:43:43,4,Ongoing,Google,No
56a82a55-3256-48b9-9552-8a8efc2dfdc4,"Reed Mews, Delhi","Wright Mount, Delhi",2025-02-05 01:48:56,4,Cancelled,Amazon,Yes
6deb65c0-9a20-4a4c-b6f2-88b459f00729,"Melissa Springs, Delhi","Samantha Flats, Delhi",2025-02-04 19:04:50,3,Ongoing,Microsoft,No
514ca6d8-3b8d-421c-bf37-49c86ced7522,"Leslie Dam, Delhi","Russell Skyway, Delhi",2025-02-07 03:58:30,4,Ongoing,Infosys,No
34035de1-4227-4c8d-a091-fa1a6913ce4b,"Crawford Brooks, Delhi","Jenny Port, Delhi",2025-02-14 15:23:05,3,Completed,Infosys,Yes
