user_id,pickup_lat,pickup_long,dropoff_lat,dropoff_long,request_time,available_seats,ride_status,carpooling_preference
b196846d-a412-4eaf-85af-899e3994de2e,28.740311,77.054004,28.574871,77.259141,2025-02-05 13:52:01,3,Completed,Yes
0990bb93-c55c-4b1d-ac69-1c7266a8ed55,28.505839,77.232278,28.604982,77.246933,2025-02-11 19:13:53,1,Ongoing,Yes
ea35558d-a6cb-44e4-9ce4-620e4c40b008,28.771031,77.04886,28.502946,77.005189,2025-02-04 06:08:13,2,Ongoing,Yes
9ade0f67-4d17-4e0d-a5d1-40c4b8e6e407,28.644902,77.273531,28.64903,77.281907,2025-02-06 12:16:21,4,Completed,Yes
ee4aad24-c4ff-4783-bfdf-405b076948a9,28.569837,77.197908,28.699742,77.231333,2025-02-12 22:02:44,3,Ongoing,No
1228e11f-36f5-40f0-969f-2e3edab7a04b,28.629349,77.226586,28.533854,77.050517,2025-02-15 14:17:21,1,Cancelled,No
390a196f-b900-4e92-93d6-28e3c5ecef7c,28.628676,77.202084,28.645339,77.216312,2025-02-14 10:06:22,4,Completed,No
a8157316-c3ac-4459-b076-38b013852cab,28.711329,77.153514,28.737258,77.208616,2025-02-02 21:18:45,3,Completed,Yes
659150ef-2ae8-4d59-85c3-59a3376077eb,28.516377,77.275856,28.561604,77.188251,2025-02-08 16:51:16,2,Ongoing,No
5ca0d304-c2b3-4bca-b495-05b7d6aa1574,28.70384,77.154824,28.508598,77.27498,2025-02-07 09:55:24,4,Completed,Yes
05b4e07c-2b48-4bff-9dab-d2e5fd21aacc,28.641511,77.281044,28.718181,77.153138,2025-02-06 00:30:44,2,Cancelled,Yes
315f80ee-f8cc-4e02-95a6-21751cf9bca5,28.573554,77.146761,28.76991,77.073643,2025-02-06 08:59:37,1,Cancelled,No
77078226-55b9-41de-93c0-37c64182e21b,28.626287,77.184734,28.762547,77.18601,2025-02-15 11:03:25,2,Ongoing,No
578aa37b-a9bf-4306-9b5f-fb278e7262d2,28.766705,77.083659,28.681147,77.218248,2025-02-08 12:02:23,3,Ongoing,Yes
b4d65b1c-bb3a-4c01-9f38-0ddf1d406237,28.595682,77.055846,28.786517,77.045165,2025-02-02 15:28:40,1,Cancelled,Yes
97fcc772-a9e3-44c3-b518-7e2802f2cd31,28.604301,77.104241,28.758418,77.048524,2025-02-03 13:28:55,3,Ongoing,Yes
0f646d86-b29f-49f5-8a31-c00cc6fec9a8,28.707118,77.241828,28.732664,77.236643,2025-02-12 20:56:53,1,Ongoing,Yes
9b612c5b-7318-4f6f-abfa-195aa077da62,28.765589,77.053264,28.541669,77.068367,2025-02-14 19:23:23,2,Cancelled,Yes
156110a9-a717-432e-b923-636015270e48,28.52885,77.035963,28.795582,77.116029,2025-02-02 14:41:50,3,Cancelled,Yes
d0bd07fd-e193-4d53-a519-5bb4fc7ac908,28.743672,77.075074,28.723374,77.003629,2025-02-05 22:55:06,2,Ongoing,Yes
521442dd-fe96-494a-b4d0-e573b13a2dfb,28.667313,77.228281,28.687215,77.081639,2025-02-03 14:50:35,2,Cancelled,No
e37d37f6-165c-432e-a782-f5737cd96469,28.733772,77.258916,28.779168,77.132827,2025-02-02 11:27:40,1,Cancelled,Yes
2a026fed-06b5-4d99-a2f7-21e925a49403,28.725233,77.158771,28.563616,77.142213,2025-02-10 22:54:07,4,Ongoing,No
824432d2-566e-430e-80f8-c6b6e1a03c5f,28.722695,77.245073,28.716906,77.144276,2025-02-05 03:36:28,2,Cancelled,No
2a7cfeb7-ef49-43ce-8166-4358a17af54c,28.57562,77.195609,28.739716,77.220767,2025-02-14 01:10:34,1,Ongoing,Yes
98b692da-0d07-4fb8-bf49-c5ec47adb9b7,28.520385,77.272845,28.694379,77.102467,2025-02-06 05:41:39,2,Completed,No
2f98d28b-20a8-4601-9499-ce238bc74963,28.795494,77.059571,28.774673,77.075363,2025-02-15 20:02:59,3,Completed,Yes
82d221ca-d6d6-4717-8a4a-256c8e32be41,28.744969,77.027366,28.601987,77.074319,2025-02-02 21:18:24,1,Cancelled,No
4ad81254-0948-4f37-bc83-e6743d8f795b,28.522818,77.021745,28.644518,77.088206,2025-02-06 07:23:20,2,Ongoing,Yes
9f41492f-919f-47e2-ba97-82f7bc6f1988,28.534809,77.0931,28.702288,77.086919,2025-02-06 11:23:01,4,Cancelled,No
64aaa131-5907-4b1c-bb33-487359c21286,28.723566,77.140055,28.549205,77.178601,2025-02-13 07:42:46,2,Ongoing,No
3a2a95ac-4060-4be3-8628-fda8dd9dc01d,28.697488,77.185814,28.646101,77.237103,2025-02-02 09:35:33,1,Ongoing,No
1d1d3ddf-e8f8-48e7-8cbb-40851c83bccf,28.753241,77.192626,28.586189,77.220983,2025-02-02 09:23:01,2,Cancelled,Yes
51b3dee7-a893-4aaf-aea8-b4b949566023,28.696158,77.197236,28.695726,77.255748,2025-02-08 01:25:25,2,Cancelled,Yes
77a1b89f-edfe-42ed-8be2-9b0d68793f5b,28.515659,77.067562,28.716214,77.218981,2025-02-01 00:51:24,2,Ongoing,Yes
b0322f5b-4ddd-4bf1-acf8-8ec02e8eb5e1,28.610664,77.120597,28.543096,77.266185,2025-02-03 00:01:22,4,Ongoing,Yes
850c8a39-7b79-47d4-bb39-fddaac26a81b,28.556033,77.074786,28.682176,77.236262,2025-02-07 11:47:51,4,Ongoing,Yes
1ef5a055-c554-49bb-940f-b0c40236277c,28.527498,77.100528,28.5551,77.162358,2025-02-04 02:38:21,1,Cancelled,No
610ae431-4aee-4e5e-a07d-30857662c1c2,28.630191,77.02803,28.63895,77.040411,2025-02-13 11:19:02,3,Cancelled,Yes
65c0f41a-f96e-4064-a661-a80651c57494,28.754501,77.191778,28.616547,77.242587,2025-02-12 08:21:49,4,Completed,Yes
e82c14cf-e8e0-457d-8cb8-21683f789ab6,28.511356,77.088449,28.686301,77.04166,2025-02-08 07:56:03,1,Ongoing,No
c34df49c-8b6b-4da5-924c-21898adc8df5,28.714981,77.178161,28.627052,77.065472,2025-02-13 12:08:34,2,Ongoing,Yes
ba634cf8-b811-4a6c-83a2-aa6c8cf6f470,28.626503,77.148094,28.641334,77.227173,2025-02-08 00:22:39,3,Completed,Yes
b566ec76-ac29-4e65-a45e-f2fb5e4849b6,28.604519,77.118445,28.50847,77.121942,2025-02-03 06:40:00,3,Completed,Yes
74837b46-d79a-475a-bcfa-5cad7bda61a1,28.738944,77.142875,28.730186,77.171667,2025-02-12 11:16:00,3,Ongoing,No
0c7d886e-5b35-442e-9626-ebf5ba7853ed,28.502236,77.092019,28.594681,77.280601,2025-02-02 10:52:56,3,Completed,No
759a3953-5285-474c-aab3-56f65cee83af,28.546544,77.257553,28.562759,77.062589,2025-02-03 22:02:38,3,Completed,No
252f404e-c92b-4404-b4b5-bd6ca8647adb,28.537981,77.015019,28.649847,77.11907,2025-02-15 13:09:26,1,Cancelled,No
e070a998-ba13-4ce7-bc34-ee0ca3e99c20,28.515607,77.068563,28.677568,77.175266,2025-02-14 13:41:41,4,Completed,Yes
c5669dac-2e76-4a07-9ef6-3aeb558a5176,28.779458,77.17406,28.755781,77.00043,2025-02-08 01:00:59,3,Completed,No
ffae16cf-dffa-4517-ac24-a82dabd58800,28.532168,77.095889,28.514916,77.224416,2025-02-13 10:59:52,2,Completed,Yes
c9db24e9-860d-4896-87bb-b593f1c863cf,28.526741,77.279804,28.718123,77.029303,2025-02-05 11:00:03,3,Completed,No
560df2ab-1b51-4ff7-8ba0-8c1b7af6169e,28.610485,77.131253,28.788292,77.296921,2025-02-13 02:25:27,1,Completed,No
c26c098b-a3be-43e1-ab1d-63943fe13d87,28.779215,77.125983,28.706966,77.012241,2025-02-10 10:49:55,3,Ongoing,Yes
e4fd34ca-fa19-4f6f-81a8-696c1b62c8f6,28.642308,77.028108,28.622973,77.243153,2025-02-14 04:36:40,2,Ongoing,Yes
7261204c-ac7b-4814-b5cc-cb8435a740a9,28.627499,77.24965,28.66251,77.112208,2025-02-05 08:55:06,3,Completed,Yes
11d439ab-8925-4a15-8c2e-2419bd6aa250,28.624525,77.180823,28.654213,77.274032,2025-02-12 20:53:10,3,Cancelled,Yes
93aa162f-0e26-42f4-b9e7-08247807e49b,28.683627,77.177622,28.711706,77.031598,2025-02-08 22:35:32,2,Ongoing,No
fa274223-9546-417c-bf15-a38188176940,28.742131,77.137784,28.594531,77.256902,2025-02-15 07:54:24,1,Completed,No
8eb6a34b-58fa-4fce-8bb7-df337267c27a,28.7192,77.214626,28.702648,77.257499,2025-02-14 22:26:51,4,Ongoing,No
6f487003-a306-4406-8aa5-78cc2fef6533,28.650942,77.104956,28.797255,77.215059,2025-02-09 06:05:56,4,Cancelled,No
5e79532e-86ef-4f52-b231-7bbcdf47e4a1,28.622886,77.058041,28.629273,77.228693,2025-02-10 05:42:40,2,Cancelled,No
0f890ad1-b43c-4556-a78a-3982747d1668,28.565838,77.095065,28.779259,77.109684,2025-02-06 09:28:28,4,Completed,Yes
44f59310-8f61-4b29-8112-35b8534d3508,28.658153,77.182873,28.784877,77.044447,2025-02-10 05:31:06,4,Completed,Yes
566794ce-1f17-4c5f-b11a-250ce360d43f,28.58461,77.163644,28.713241,77.075,2025-02-01 12:50:17,3,Completed,Yes
06171693-07b9-4624-87e0-2d2238a861a6,28.755306,77.148533,28.666246,77.022113,2025-02-10 14:14:02,2,Ongoing,No
849a71bf-97cb-41f0-8452-4b339ee96d36,28.560539,77.2371,28.668306,77.189995,2025-02-03 19:19:03,3,Cancelled,Yes
12ddae6f-fee2-47d5-aa20-9200f2a711fa,28.511822,77.251275,28.622236,77.117201,2025-02-15 03:01:20,2,Cancelled,Yes
02a4b344-98f7-43c7-8a91-e8377de1d4b8,28.624876,77.172966,28.649398,77.240687,2025-02-13 06:56:15,3,Completed,Yes
92f6d9cd-5c70-45d0-a466-bbc38fb78f7c,28.622061,77.077637,28.58403,77.016972,2025-02-01 06:43:00,2,Completed,No
87b2d12b-fedf-4488-82af-3df75c06fccf,28.782859,77.253496,28.53501,77.269087,2025-02-11 01:17:12,2,Cancelled,Yes
2dabd560-4792-440d-a5e7-d51f91be337d,28.666314,77.295748,28.795175,77.230207,2025-02-11 09:15:44,2,Completed,No
3c7c3e4d-c36d-4445-bec7-cc1264ce230f,28.55783,77.238211,28.565792,77.034188,2025-02-01 21:28:55,4,Completed,Yes
0b3bbfda-80e8-462b-8eb7-e3cca21d2140,28.737214,77.067965,28.708478,77.178883,2025-02-13 05:22:00,2,Ongoing,Yes
9d130254-8a5e-4cef-9f7b-2c6516779d1f,28.60145,77.276119,28.689917,77.058188,2025-02-11 15:37:06,4,Cancelled,No
a01d811e-8696-4ad0-bbc1-fa7d023164da,28.516135,77.291166,28.525295,77.000753,2025-02-02 12:34:29,2,Ongoing,Yes
040138fd-2c75-4fd3-8dea-213a1dfe7d11,28.666218,77.207604,28.701939,77.0074,2025-02-15 01:13:07,4,Cancelled,No
a005a116-c8ca-4987-9976-d8452e7a7d1e,28.698206,77.244408,28.670526,77.185312,2025-02-06 08:47:23,2,Cancelled,No
5f34cd55-92d0-4e87-9f23-303ac4b9b8de,28.66513,77.054409,28.799754,77.14735,2025-02-06 09:15:43,1,Completed,Yes
17d3528d-43a5-4ea8-9c60-a54699407ce2,28.607249,77.271026,28.647169,77.117735,2025-02-12 00:55:07,1,Cancelled,No
2146ad82-3c57-43ef-b8e8-f8468763f844,28.6181,77.221722,28.563608,77.098757,2025-02-01 06:04:23,3,Cancelled,Yes
794d4273-d53b-4f09-ab31-6507cbb2e0f5,28.597083,77.25693,28.761115,77.136183,2025-02-14 23:30:21,1,Cancelled,No
f729f7ca-dd19-4601-9e8f-bbe56bdc15ec,28.563067,77.258495,28.649892,77.006621,2025-02-07 15:42:15,1,Cancelled,Yes
0b42f5df-f098-4866-811b-d90f636301c1,28.698175,77.20823,28.772219,77.094907,2025-02-02 14:29:22,4,Completed,Yes
6c5c06f0-aed4-4ab9-a657-f547c51b3679,28.792683,77.273672,28.593946,77.016835,2025-02-01 15:01:42,2,Cancelled,No
d6ef177c-7fbd-457e-bb18-450051269001,28.520854,77.064626,28.767514,77.160039,2025-02-07 01:25:08,2,Cancelled,Yes
9cbcd21c-0181-48bc-a4ae-fcc719f1a54f,28.709872,77.01048,28.737881,77.175934,2025-02-07 20:09:22,4,Completed,No
c0f534f5-661a-433b-8bdf-597d805fdc1e,28.637811,77.219999,28.562305,77.276007,2025-02-12 05:40:39,3,Cancelled,No
6a7070ee-3d6f-4a39-bd81-78f961631a32,28.684663,77.075381,28.612491,77.238129,2025-02-02 19:41:54,2,Completed,No
b19f87a0-8c6e-4711-bc2b-9e94734ccdb4,28.536236,77.03838,28.587013,77.256558,2025-02-14 07:01:04,1,Ongoing,No
0c17a4c9-f6b9-4763-9776-0aa500547a1e,28.557021,77.012995,28.649317,77.159032,2025-02-13 14:49:18,4,Completed,Yes
a3b5d4a0-c45b-461e-aefc-2c9a1a3a213e,28.692195,77.023223,28.574952,77.182153,2025-02-08 19:45:34,3,Ongoing,Yes
03a3dcd8-edf2-4929-b073-47da29b87d9c,28.601903,77.111566,28.515529,77.138865,2025-02-14 06:09:30,2,Completed,No
823a0378-506f-4e74-8254-f703615ac6cd,28.567612,77.277401,28.758419,77.156648,2025-02-06 11:22:50,4,Completed,No
6edfd615-965e-484a-b829-259defc797fc,28.679838,77.29954,28.583385,77.140025,2025-02-14 04:42:02,1,Cancelled,Yes
b0e3e222-fe58-483d-9015-4a50be001bb8,28.76497,77.166938,28.689732,77.10804,2025-02-09 07:27:05,4,Cancelled,No
708ccef7-7fb7-4910-877a-efc82501db5a,28.633554,77.089042,28.794727,77.089974,2025-02-15 19:51:11,3,Cancelled,No
706c02e6-fc59-4c3b-a508-7f2849300a82,28.610618,77.223516,28.630888,77.085823,2025-02-01 14:46:23,1,Ongoing,Yes
b8d09bc3-0221-4597-9e9e-11a8ea6ae708,28.704175,77.124467,28.610886,77.205183,2025-02-04 20:21:42,2,Completed,Yes
bc693c29-77bb-44a8-afa7-731d37e30b06,28.782372,77.206455,28.741817,77.157008,2025-02-11 09:55:18,4,Cancelled,Yes
ce68974b-38ae-4c4c-8916-e706be5fde5e,28.64204,77.151907,28.640188,77.209364,2025-02-09 16:05:49,1,Ongoing,Yes
ae410eeb-0760-4243-9478-70261e1f16c9,28.539881,77.163893,28.553343,77.015372,2025-02-01 00:24:31,2,Ongoing,Yes
e85b3797-5dcf-4d7c-8b65-4804c48c5dc2,28.635661,77.059651,28.709251,77.098791,2025-02-10 22:03:34,2,Completed,Yes
3975032b-d04c-4f29-841b-8ea582552ece,28.582133,77.249018,28.609792,77.126522,2025-02-14 01:14:15,1,Ongoing,No
895ab891-015a-43cb-984e-1fec02fb6924,28.547175,77.260321,28.511657,77.116786,2025-02-05 00:11:21,2,Completed,Yes
420cd99c-c80b-4c5a-9e4f-616ea2f6a43e,28.622123,77.190555,28.581284,77.165144,2025-02-07 22:38:32,1,Ongoing,Yes
fe5bafd0-7b70-4ea2-9c18-2082d6e66865,28.625022,77.298617,28.677412,77.180287,2025-02-08 20:48:30,1,Cancelled,Yes
82e36352-ca7f-4ad6-b5da-cfcaea074cbd,28.564778,77.090224,28.630821,77.050558,2025-02-10 11:09:50,3,Completed,Yes
3c7cd43b-2a72-4fec-95a3-49d3ec922f21,28.593026,77.277971,28.629671,77.021454,2025-02-11 04:43:40,3,Ongoing,Yes
656f10f0-9f82-49f6-ab33-14f603f93e9a,28.577302,77.089771,28.528784,77.009359,2025-02-06 00:56:37,4,Completed,Yes
02263a2f-e247-47d5-9edd-e6f74c3879c0,28.558838,77.215273,28.713557,77.271992,2025-02-07 02:57:36,1,Cancelled,Yes
45b11a86-e43f-419f-9f50-f0a77ca7692a,28.689411,77.28529,28.519022,77.196357,2025-02-14 23:43:01,2,Cancelled,Yes
146d2d77-1fe6-4c0d-8ffc-0b8c2e58c301,28.791052,77.222392,28.68838,77.168928,2025-02-07 22:13:26,1,Completed,No
3ef135d3-c0f7-4001-a9cb-6eb965e57c27,28.529901,77.254564,28.562912,77.167663,2025-02-08 12:51:45,1,Completed,No
cab2610f-92e4-443f-ae14-f322c21b736a,28.765837,77.092609,28.534425,77.105279,2025-02-08 23:49:56,4,Ongoing,Yes
69c8a554-9b06-47c7-a4bb-2ad216eb60ab,28.555852,77.01205,28.73069,77.170431,2025-02-11 07:11:04,4,Completed,Yes
8ed17d91-c3c3-40d1-b368-0032c23bd56f,28.690425,77.07879,28.761076,77.037631,2025-02-06 17:32:05,1,Completed,No
1211b547-0ab6-4bb8-ae89-c74533ab6b0f,28.792112,77.255632,28.764879,77.145938,2025-02-14 05:05:35,2,Cancelled,Yes
b38ceedc-c65f-4a3f-9bfd-4c2a32343ed0,28.653359,77.281873,28.669863,77.162552,2025-02-06 17:04:17,1,Ongoing,No
f8265f92-3f88-4c84-bfdc-6e7c9cd576d4,28.715111,77.062084,28.54309,77.153622,2025-02-03 11:18:54,1,Ongoing,No
a3a8d486-cbb8-415a-aae1-4e5adbbedbd8,28.564859,77.262559,28.631319,77.018034,2025-02-01 11:13:10,4,Completed,No
5f60b5ee-fd38-4126-bc29-418a31471e23,28.668347,77.259677,28.512782,77.110027,2025-02-14 15:22:18,4,Cancelled,No
4fb0bfb8-f608-4a6b-b2e5-3b7646f06e79,28.509519,77.262987,28.670946,77.097106,2025-02-03 23:41:39,2,Completed,Yes
b710f320-8bf4-494b-92a7-f4c4e8d4a1b6,28.526951,77.013417,28.587068,77.142731,2025-02-15 13:06:47,3,Completed,No
208d694e-4f1f-4aa3-9991-1d8dd2dab6d7,28.573796,77.031731,28.685459,77.138463,2025-02-02 03:56:58,2,Ongoing,Yes
b371f8b2-cb77-4c3e-b19f-8cf8fccc0cd9,28.634062,77.169306,28.701299,77.135298,2025-02-03 16:18:57,2,Cancelled,No
fa7db0df-1db8-46e8-8427-c15880a78107,28.584869,77.101664,28.684966,77.207831,2025-02-14 16:48:24,4,Completed,Yes
24c38702-f1a2-4439-a136-f0e3f2069f4a,28.661329,77.294093,28.547195,77.186717,2025-02-14 08:58:30,3,Ongoing,No
289d1543-9a65-45e9-9558-f2fa87007f89,28.617757,77.076385,28.656787,77.020663,2025-02-01 00:24:18,1,Cancelled,Yes
4ca37b55-38fa-4306-88e6-89945f5cbe10,28.68493,77.027884,28.662563,77.042216,2025-02-14 06:51:48,4,Ongoing,No
a54b7897-03d3-4ea0-8213-b9db66ae14dd,28.774648,77.298291,28.545254,77.209936,2025-02-08 12:14:35,1,Ongoing,No
52bc851f-2dce-49af-a01a-4e696cd92e2b,28.537995,77.188529,28.651747,77.001968,2025-02-04 10:58:52,2,Completed,No
499e9da2-7ca5-4ecf-88df-1567f4fddd7c,28.752761,77.023196,28.726413,77.039067,2025-02-02 07:10:38,1,Cancelled,Yes
42724be0-3348-494d-b7c4-6a3c43bfbe54,28.75043,77.076868,28.594625,77.182389,2025-02-12 14:35:14,1,Cancelled,No
db6fca7f-4457-4ab0-8c78-fb34eafd22db,28.771851,77.086316,28.52475,77.215406,2025-02-07 15:32:38,2,Ongoing,Yes
6edff230-b068-411b-9175-5d2eef67dc93,28.748073,77.291616,28.504132,77.101324,2025-02-03 13:48:48,1,Ongoing,No
2001dd87-e6a6-4ff8-97df-70ad7fa14f7d,28.606176,77.027688,28.578636,77.130065,2025-02-12 20:36:33,1,Completed,Yes
12b72681-7cb1-4487-b6fa-9d20e72338a7,28.686288,77.168894,28.61411,77.199167,2025-02-12 23:48:42,1,Completed,Yes
6644b24e-33c4-40f7-9cad-5e5f23398a7b,28.618674,77.029111,28.728297,77.014152,2025-02-07 21:48:33,3,Ongoing,Yes
975dee60-77a4-439a-b826-63f573f434db,28.774913,77.212175,28.621632,77.280717,2025-02-13 21:54:13,3,Ongoing,No
5916d912-af22-431c-bcc8-6ef2470964a2,28.500404,77.075741,28.665355,77.211394,2025-02-02 01:54:38,1,Cancelled,No
bddde3ab-a4ac-4d45-9a3f-22a62b9b8b35,28.688067,77.252653,28.77065,77.234024,2025-02-02 15:51:17,3,Cancelled,Yes
25be8fbe-5330-4819-a40d-b0879cfff967,28.758119,77.13547,28.611077,77.130884,2025-02-12 12:27:57,4,Ongoing,No
cc4568ab-cbaa-47f9-991b-026ee303326e,28.759066,77.245303,28.665854,77.097153,2025-02-05 12:10:03,1,Completed,Yes
a5cf1d78-b65e-403f-81f8-7c309fedd09b,28.740098,77.151589,28.62095,77.194967,2025-02-01 04:43:38,3,Cancelled,Yes
5af971a0-0186-4ced-b2ff-6b4d340efecb,28.797448,77.203139,28.706878,77.081834,2025-02-13 06:17:12,2,Ongoing,Yes
6b79086a-d048-47af-8b58-52d28284171b,28.594381,77.208159,28.723075,77.278228,2025-02-08 12:25:51,2,Completed,No
